1 0
294 10584
36 83 0.614667
37 42 0.600551
37 43 0.567192
37 44 0.468333
37 45 0.570727
37 46 0.615667
37 47 0.405319
37 48 0.591093
37 49 0.520175
37 50 0.582957
37 51 0.610579
37 52 0.620503
37 53 0.597134
37 54 0.579136
37 55 0.541107
37 56 0.449114
37 57 0.457823
37 58 0.569658
37 59 0.562416
37 60 0.622176
37 61 0.650144
37 62 0.620821
37 63 0.583165
37 64 0.545555
37 65 0.384541
37 66 0.468203
37 67 0.515045
37 68 0.581469
37 69 0.572518
37 70 0.607484
37 71 0.550401
37 72 0.521954
37 73 0.494437
37 74 0.511288
37 75 0.277963
37 76 0.47465
37 77 0.461168
37 78 0.573549
37 79 0.529757
37 80 0.603045
37 81 0.460944
37 82 0.540382
37 83 0.614667
38 42 0.600551
38 43 0.567192
38 44 0.468333
38 45 0.570727
38 46 0.615667
38 47 0.405319
38 48 0.591093
38 49 0.520175
38 50 0.582957
38 51 0.610579
38 52 0.620503
38 53 0.597134
38 54 0.579136
38 55 0.541107
38 56 0.449114
38 57 0.457823
38 58 0.569658
38 59 0.562416
38 60 0.622176
38 61 0.650144
38 62 0.620821
38 63 0.583165
38 64 0.545555
38 65 0.384541
38 66 0.468203
38 67 0.515045
38 68 0.581469
38 69 0.572518
38 70 0.607484
38 71 0.550401
38 72 0.521954
38 73 0.494437
38 74 0.511288
38 75 0.277963
38 76 0.47465
38 77 0.461168
38 78 0.573549
38 79 0.529757
38 80 0.603045
38 81 0.460944
38 82 0.540382
38 83 0.614667
39 42 0.600551
39 43 0.567192
39 44 0.468333
39 45 0.570727
39 46 0.615667
39 47 0.405319
39 48 0.591093
39 49 0.520175
39 50 0.582957
39 51 0.610579
39 52 0.620503
39 53 0.597134
39 54 0.579136
39 55 0.541107
39 56 0.449114
39 57 0.457823
39 58 0.569658
39 59 0.562416
39 60 0.622176
39 61 0.650144
39 62 0.620821
39 63 0.583165
39 64 0.545555
39 65 0.384541
39 66 0.468203
39 67 0.515045
39 68 0.581469
39 69 0.572518
39 70 0.607484
39 71 0.550401
39 72 0.521954
39 73 0.494437
39 74 0.511288
39 75 0.277963
39 76 0.47465
39 77 0.461168
39 78 0.573549
39 79 0.529757
39 80 0.603045
39 81 0.460944
39 82 0.540382
39 83 0.614667
40 42 0.600551
40 43 0.567192
40 44 0.468333
40 45 0.570727
40 46 0.615667
40 47 0.405319
40 48 0.591093
40 49 0.520175
40 50 0.582957
40 51 0.610579
40 52 0.620503
40 53 0.597134
40 54 0.579136
40 55 0.541107
40 56 0.449114
40 57 0.457823
40 58 0.569658
40 59 0.562416
40 60 0.622176
40 61 0.650144
40 62 0.620821
40 63 0.583165
40 64 0.545555
40 65 0.384541
40 66 0.468203
40 67 0.515045
40 68 0.581469
40 69 0.572518
40 70 0.607484
40 71 0.550401
40 72 0.521954
40 73 0.494437
40 74 0.511288
40 75 0.277963
40 76 0.47465
40 77 0.461168
40 78 0.573549
40 79 0.529757
40 80 0.603045
40 81 0.460944
40 82 0.540382
40 83 0.614667
41 42 0.600551
41 43 0.567192
41 44 0.468333
41 45 0.570727
41 46 0.615667
41 47 0.405319
41 48 0.591093
41 49 0.520175
41 50 0.582957
41 51 0.610579
41 52 0.620503
41 53 0.597134
41 54 0.579136
41 55 0.541107
41 56 0.449114
41 57 0.457823
41 58 0.569658
41 59 0.562416
41 60 0.622176
41 61 0.650144
41 62 0.620821
41 63 0.583165
41 64 0.545555
41 65 0.384541
41 66 0.468203
41 67 0.515045
41 68 0.581469
41 69 0.572518
41 70 0.607484
41 71 0.550401
41 72 0.521954
41 73 0.494437
41 74 0.511288
41 75 0.277963
41 76 0.47465
41 77 0.461168
41 78 0.573549
41 79 0.529757
41 80 0.603045
41 81 0.460944
41 82 0.540382
41 83 0.614667
42 84 0.672302
42 85 0.581329
42 86 0.451112
42 87 0.586831
42 88 0.659196
42 89 0.438742
42 90 0.603297
42 91 0.540347
42 92 0.611616
42 93 0.624449
42 94 0.676863
42 95 0.647183
42 96 0.591792
42 97 0.576729
42 98 0.481129
42 99 0.461911
42 100 0.565285
42 101 0.593814
42 102 0.614432
42 103 0.669811
42 104 0.632979
42 105 0.634801
42 106 0.560787
42 107 0.370883
42 108 0.459371
42 109 0.550152
42 110 0.568206
42 111 0.595446
42 112 0.604797
42 113 0.540036
42 114 0.576258
42 115 0.530171
42 116 0.561956
42 117 0.27473
42 118 0.499069
42 119 0.462936
42 120 0.596505
42 121 0.581178
42 122 0.571978
42 123 0.475688
42 124 0.562486
42 125 0.626061
43 84 0.672302
43 85 0.581329
43 86 0.451112
43 87 0.586831
43 88 0.659196
43 89 0.438742
43 90 0.603297
43 91 0.540347
43 92 0.611616
43 93 0.624449
43 94 0.676863
43 95 0.647183
43 96 0.591792
43 97 0.576729
43 98 0.481129
43 99 0.461911
43 100 0.565285
43 101 0.593814
43 102 0.614432
43 103 0.669811
43 104 0.632979
43 105 0.634801
43 106 0.560787
43 107 0.370883
43 108 0.459371
43 109 0.550152
43 110 0.568206
43 111 0.595446
43 112 0.604797
43 113 0.540036
43 114 0.576258
43 115 0.530171
43 116 0.561956
43 117 0.27473
43 118 0.499069
43 119 0.462936
43 120 0.596505
43 121 0.581178
43 122 0.571978
43 123 0.475688
43 124 0.562486
43 125 0.626061
44 84 0.672302
44 85 0.581329
44 86 0.451112
44 87 0.586831
44 88 0.659196
44 89 0.438742
44 90 0.603297
44 91 0.540347
44 92 0.611616
44 93 0.624449
44 94 0.676863
44 95 0.647183
44 96 0.591792
44 97 0.576729
44 98 0.481129
44 99 0.461911
44 100 0.565285
44 101 0.593814
44 102 0.614432
44 103 0.669811
44 104 0.632979
44 105 0.634801
44 106 0.560787
44 107 0.370883
44 108 0.459371
44 109 0.550152
44 110 0.568206
44 111 0.595446
44 112 0.604797
44 113 0.540036
44 114 0.576258
44 115 0.530171
44 116 0.561956
44 117 0.27473
44 118 0.499069
44 119 0.462936
44 120 0.596505
44 121 0.581178
44 122 0.571978
44 123 0.475688
44 124 0.562486
44 125 0.626061
45 84 0.672302
45 85 0.581329
45 86 0.451112
45 87 0.586831
45 88 0.659196
45 89 0.438742
45 90 0.603297
45 91 0.540347
45 92 0.611616
45 93 0.624449
45 94 0.676863
45 95 0.647183
45 96 0.591792
45 97 0.576729
45 98 0.481129
45 99 0.461911
45 100 0.565285
45 101 0.593814
45 102 0.614432
45 103 0.669811
45 104 0.632979
45 105 0.634801
45 106 0.560787
45 107 0.370883
45 108 0.459371
45 109 0.550152
45 110 0.568206
45 111 0.595446
45 112 0.604797
45 113 0.540036
45 114 0.576258
45 115 0.530171
45 116 0.561956
45 117 0.27473
45 118 0.499069
45 119 0.462936
45 120 0.596505
45 121 0.581178
45 122 0.571978
45 123 0.475688
45 124 0.562486
45 125 0.626061
46 84 0.672302
46 85 0.581329
46 86 0.451112
46 87 0.586831
46 88 0.659196
46 89 0.438742
46 90 0.603297
46 91 0.540347
46 92 0.611616
46 93 0.624449
46 94 0.676863
46 95 0.647183
46 96 0.591792
46 97 0.576729
46 98 0.481129
46 99 0.461911
46 100 0.565285
46 101 0.593814
46 102 0.614432
46 103 0.669811
46 104 0.632979
46 105 0.634801
46 106 0.560787
46 107 0.370883
46 108 0.459371
46 109 0.550152
46 110 0.568206
46 111 0.595446
46 112 0.604797
46 113 0.540036
46 114 0.576258
46 115 0.530171
46 116 0.561956
46 117 0.27473
46 118 0.499069
46 119 0.462936
46 120 0.596505
46 121 0.581178
46 122 0.571978
46 123 0.475688
46 124 0.562486
46 125 0.626061
47 84 0.672302
47 85 0.581329
47 86 0.451112
47 87 0.586831
47 88 0.659196
47 89 0.438742
47 90 0.603297
47 91 0.540347
47 92 0.611616
47 93 0.624449
47 94 0.676863
47 95 0.647183
47 96 0.591792
47 97 0.576729
47 98 0.481129
47 99 0.461911
47 100 0.565285
47 101 0.593814
47 102 0.614432
47 103 0.669811
47 104 0.632979
47 105 0.634801
47 106 0.560787
47 107 0.370883
47 108 0.459371
47 109 0.550152
47 110 0.568206
47 111 0.595446
47 112 0.604797
47 113 0.540036
47 114 0.576258
47 115 0.530171
47 116 0.561956
47 117 0.27473
47 118 0.499069
47 119 0.462936
47 120 0.596505
47 121 0.581178
47 122 0.571978
47 123 0.475688
47 124 0.562486
47 125 0.626061
48 84 0.672302
48 85 0.581329
48 86 0.451112
48 87 0.586831
48 88 0.659196
48 89 0.438742
48 90 0.603297
48 91 0.540347
48 92 0.611616
48 93 0.624449
48 94 0.676863
48 95 0.647183
48 96 0.591792
48 97 0.576729
48 98 0.481129
48 99 0.461911
48 100 0.565285
48 101 0.593814
48 102 0.614432
48 103 0.669811
48 104 0.632979
48 105 0.634801
48 106 0.560787
48 107 0.370883
48 108 0.459371
48 109 0.550152
48 110 0.568206
48 111 0.595446
48 112 0.604797
48 113 0.540036
48 114 0.576258
48 115 0.530171
48 116 0.561956
48 117 0.27473
48 118 0.499069
48 119 0.462936
48 120 0.596505
48 121 0.581178
48 122 0.571978
48 123 0.475688
48 124 0.562486
48 125 0.626061
49 84 0.672302
49 85 0.581329
49 86 0.451112
49 87 0.586831
49 88 0.659196
49 89 0.438742
49 90 0.603297
49 91 0.540347
49 92 0.611616
49 93 0.624449
49 94 0.676863
49 95 0.647183
49 96 0.591792
49 97 0.576729
49 98 0.481129
49 99 0.461911
49 100 0.565285
49 101 0.593814
49 102 0.614432
49 103 0.669811
49 104 0.632979
49 105 0.634801
49 106 0.560787
49 107 0.370883
49 108 0.459371
49 109 0.550152
49 110 0.568206
49 111 0.595446
49 112 0.604797
49 113 0.540036
49 114 0.576258
49 115 0.530171
49 116 0.561956
49 117 0.27473
49 118 0.499069
49 119 0.462936
49 120 0.596505
49 121 0.581178
49 122 0.571978
49 123 0.475688
49 124 0.562486
49 125 0.626061
50 84 0.672302
50 85 0.581329
50 86 0.451112
50 87 0.586831
50 88 0.659196
50 89 0.438742
50 90 0.603297
50 91 0.540347
50 92 0.611616
50 93 0.624449
50 94 0.676863
50 95 0.647183
50 96 0.591792
50 97 0.576729
50 98 0.481129
50 99 0.461911
50 100 0.565285
50 101 0.593814
50 102 0.614432
50 103 0.669811
50 104 0.632979
50 105 0.634801
50 106 0.560787
50 107 0.370883
50 108 0.459371
50 109 0.550152
50 110 0.568206
50 111 0.595446
50 112 0.604797
50 113 0.540036
50 114 0.576258
50 115 0.530171
50 116 0.561956
50 117 0.27473
50 118 0.499069
50 119 0.462936
50 120 0.596505
50 121 0.581178
50 122 0.571978
50 123 0.475688
50 124 0.562486
50 125 0.626061
51 84 0.672302
51 85 0.581329
51 86 0.451112
51 87 0.586831
51 88 0.659196
51 89 0.438742
51 90 0.603297
51 91 0.540347
51 92 0.611616
51 93 0.624449
51 94 0.676863
51 95 0.647183
51 96 0.591792
51 97 0.576729
51 98 0.481129
51 99 0.461911
51 100 0.565285
51 101 0.593814
51 102 0.614432
51 103 0.669811
51 104 0.632979
51 105 0.634801
51 106 0.560787
51 107 0.370883
51 108 0.459371
51 109 0.550152
51 110 0.568206
51 111 0.595446
51 112 0.604797
51 113 0.540036
51 114 0.576258
51 115 0.530171
51 116 0.561956
51 117 0.27473
51 118 0.499069
51 119 0.462936
51 120 0.596505
51 121 0.581178
51 122 0.571978
51 123 0.475688
51 124 0.562486
51 125 0.626061
52 84 0.672302
52 85 0.581329
52 86 0.451112
52 87 0.586831
52 88 0.659196
52 89 0.438742
52 90 0.603297
52 91 0.540347
52 92 0.611616
52 93 0.624449
52 94 0.676863
52 95 0.647183
52 96 0.591792
52 97 0.576729
52 98 0.481129
52 99 0.461911
52 100 0.565285
52 101 0.593814
52 102 0.614432
52 103 0.669811
52 104 0.632979
52 105 0.634801
52 106 0.560787
52 107 0.370883
52 108 0.459371
52 109 0.550152
52 110 0.568206
52 111 0.595446
52 112 0.604797
52 113 0.540036
52 114 0.576258
52 115 0.530171
52 116 0.561956
52 117 0.27473
52 118 0.499069
52 119 0.462936
52 120 0.596505
52 121 0.581178
52 122 0.571978
52 123 0.475688
52 124 0.562486
52 125 0.626061
53 84 0.672302
53 85 0.581329
53 86 0.451112
53 87 0.586831
53 88 0.659196
53 89 0.438742
53 90 0.603297
53 91 0.540347
53 92 0.611616
53 93 0.624449
53 94 0.676863
53 95 0.647183
53 96 0.591792
53 97 0.576729
53 98 0.481129
53 99 0.461911
53 100 0.565285
53 101 0.593814
53 102 0.614432
53 103 0.669811
53 104 0.632979
53 105 0.634801
53 106 0.560787
53 107 0.370883
53 108 0.459371
53 109 0.550152
53 110 0.568206
53 111 0.595446
53 112 0.604797
53 113 0.540036
53 114 0.576258
53 115 0.530171
53 116 0.561956
53 117 0.27473
53 118 0.499069
53 119 0.462936
53 120 0.596505
53 121 0.581178
53 122 0.571978
53 123 0.475688
53 124 0.562486
53 125 0.626061
54 84 0.672302
54 85 0.581329
54 86 0.451112
54 87 0.586831
54 88 0.659196
54 89 0.438742
54 90 0.603297
54 91 0.540347
54 92 0.611616
54 93 0.624449
54 94 0.676863
54 95 0.647183
54 96 0.591792
54 97 0.576729
54 98 0.481129
54 99 0.461911
54 100 0.565285
54 101 0.593814
54 102 0.614432
54 103 0.669811
54 104 0.632979
54 105 0.634801
54 106 0.560787
54 107 0.370883
54 108 0.459371
54 109 0.550152
54 110 0.568206
54 111 0.595446
54 112 0.604797
54 113 0.540036
54 114 0.576258
54 115 0.530171
54 116 0.561956
54 117 0.27473
54 118 0.499069
54 119 0.462936
54 120 0.596505
54 121 0.581178
54 122 0.571978
54 123 0.475688
54 124 0.562486
54 125 0.626061
55 84 0.672302
55 85 0.581329
55 86 0.451112
55 87 0.586831
55 88 0.659196
55 89 0.438742
55 90 0.603297
55 91 0.540347
55 92 0.611616
55 93 0.624449
55 94 0.676863
55 95 0.647183
55 96 0.591792
55 97 0.576729
55 98 0.481129
55 99 0.461911
55 100 0.565285
55 101 0.593814
55 102 0.614432
55 103 0.669811
55 104 0.632979
55 105 0.634801
55 106 0.560787
55 107 0.370883
55 108 0.459371
55 109 0.550152
55 110 0.568206
55 111 0.595446
55 112 0.604797
55 113 0.540036
55 114 0.576258
55 115 0.530171
55 116 0.561956
55 117 0.27473
55 118 0.499069
55 119 0.462936
55 120 0.596505
55 121 0.581178
55 122 0.571978
55 123 0.475688
55 124 0.562486
55 125 0.626061
56 84 0.672302
56 85 0.581329
56 86 0.451112
56 87 0.586831
56 88 0.659196
56 89 0.438742
56 90 0.603297
56 91 0.540347
56 92 0.611616
56 93 0.624449
56 94 0.676863
56 95 0.647183
56 96 0.591792
56 97 0.576729
56 98 0.481129
56 99 0.461911
56 100 0.565285
56 101 0.593814
56 102 0.614432
56 103 0.669811
56 104 0.632979
56 105 0.634801
56 106 0.560787
56 107 0.370883
56 108 0.459371
56 109 0.550152
56 110 0.568206
56 111 0.595446
56 112 0.604797
56 113 0.540036
56 114 0.576258
56 115 0.530171
56 116 0.561956
56 117 0.27473
56 118 0.499069
56 119 0.462936
56 120 0.596505
56 121 0.581178
56 122 0.571978
56 123 0.475688
56 124 0.562486
56 125 0.626061
57 84 0.672302
57 85 0.581329
57 86 0.451112
57 87 0.586831
57 88 0.659196
57 89 0.438742
57 90 0.603297
57 91 0.540347
57 92 0.611616
57 93 0.624449
57 94 0.676863
57 95 0.647183
57 96 0.591792
57 97 0.576729
57 98 0.481129
57 99 0.461911
57 100 0.565285
57 101 0.593814
57 102 0.614432
57 103 0.669811
57 104 0.632979
57 105 0.634801
57 106 0.560787
57 107 0.370883
57 108 0.459371
57 109 0.550152
57 110 0.568206
57 111 0.595446
57 112 0.604797
57 113 0.540036
57 114 0.576258
57 115 0.530171
57 116 0.561956
57 117 0.27473
57 118 0.499069
57 119 0.462936
57 120 0.596505
57 121 0.581178
57 122 0.571978
57 123 0.475688
57 124 0.562486
57 125 0.626061
58 84 0.672302
58 85 0.581329
58 86 0.451112
58 87 0.586831
58 88 0.659196
58 89 0.438742
58 90 0.603297
58 91 0.540347
58 92 0.611616
58 93 0.624449
58 94 0.676863
58 95 0.647183
58 96 0.591792
58 97 0.576729
58 98 0.481129
58 99 0.461911
58 100 0.565285
58 101 0.593814
58 102 0.614432
58 103 0.669811
58 104 0.632979
58 105 0.634801
58 106 0.560787
58 107 0.370883
58 108 0.459371
58 109 0.550152
58 110 0.568206
58 111 0.595446
58 112 0.604797
58 113 0.540036
58 114 0.576258
58 115 0.530171
58 116 0.561956
58 117 0.27473
58 118 0.499069
58 119 0.462936
58 120 0.596505
58 121 0.581178
58 122 0.571978
58 123 0.475688
58 124 0.562486
58 125 0.626061
59 84 0.672302
59 85 0.581329
59 86 0.451112
59 87 0.586831
59 88 0.659196
59 89 0.438742
59 90 0.603297
59 91 0.540347
59 92 0.611616
59 93 0.624449
59 94 0.676863
59 95 0.647183
59 96 0.591792
59 97 0.576729
59 98 0.481129
59 99 0.461911
59 100 0.565285
59 101 0.593814
59 102 0.614432
59 103 0.669811
59 104 0.632979
59 105 0.634801
59 106 0.560787
59 107 0.370883
59 108 0.459371
59 109 0.550152
59 110 0.568206
59 111 0.595446
59 112 0.604797
59 113 0.540036
59 114 0.576258
59 115 0.530171
59 116 0.561956
59 117 0.27473
59 118 0.499069
59 119 0.462936
59 120 0.596505
59 121 0.581178
59 122 0.571978
59 123 0.475688
59 124 0.562486
59 125 0.626061
60 84 0.672302
60 85 0.581329
60 86 0.451112
60 87 0.586831
60 88 0.659196
60 89 0.438742
60 90 0.603297
60 91 0.540347
60 92 0.611616
60 93 0.624449
60 94 0.676863
60 95 0.647183
60 96 0.591792
60 97 0.576729
60 98 0.481129
60 99 0.461911
60 100 0.565285
60 101 0.593814
60 102 0.614432
60 103 0.669811
60 104 0.632979
60 105 0.634801
60 106 0.560787
60 107 0.370883
60 108 0.459371
60 109 0.550152
60 110 0.568206
60 111 0.595446
60 112 0.604797
60 113 0.540036
60 114 0.576258
60 115 0.530171
60 116 0.561956
60 117 0.27473
60 118 0.499069
60 119 0.462936
60 120 0.596505
60 121 0.581178
60 122 0.571978
60 123 0.475688
60 124 0.562486
60 125 0.626061
61 84 0.672302
61 85 0.581329
61 86 0.451112
61 87 0.586831
61 88 0.659196
61 89 0.438742
61 90 0.603297
61 91 0.540347
61 92 0.611616
61 93 0.624449
61 94 0.676863
61 95 0.647183
61 96 0.591792
61 97 0.576729
61 98 0.481129
61 99 0.461911
61 100 0.565285
61 101 0.593814
61 102 0.614432
61 103 0.669811
61 104 0.632979
61 105 0.634801
61 106 0.560787
61 107 0.370883
61 108 0.459371
61 109 0.550152
61 110 0.568206
61 111 0.595446
61 112 0.604797
61 113 0.540036
61 114 0.576258
61 115 0.530171
61 116 0.561956
61 117 0.27473
61 118 0.499069
61 119 0.462936
61 120 0.596505
61 121 0.581178
61 122 0.571978
61 123 0.475688
61 124 0.562486
61 125 0.626061
62 84 0.672302
62 85 0.581329
62 86 0.451112
62 87 0.586831
62 88 0.659196
62 89 0.438742
62 90 0.603297
62 91 0.540347
62 92 0.611616
62 93 0.624449
62 94 0.676863
62 95 0.647183
62 96 0.591792
62 97 0.576729
62 98 0.481129
62 99 0.461911
62 100 0.565285
62 101 0.593814
62 102 0.614432
62 103 0.669811
62 104 0.632979
62 105 0.634801
62 106 0.560787
62 107 0.370883
62 108 0.459371
62 109 0.550152
62 110 0.568206
62 111 0.595446
62 112 0.604797
62 113 0.540036
62 114 0.576258
62 115 0.530171
62 116 0.561956
62 117 0.27473
62 118 0.499069
62 119 0.462936
62 120 0.596505
62 121 0.581178
62 122 0.571978
62 123 0.475688
62 124 0.562486
62 125 0.626061
63 84 0.672302
63 85 0.581329
63 86 0.451112
63 87 0.586831
63 88 0.659196
63 89 0.438742
63 90 0.603297
63 91 0.540347
63 92 0.611616
63 93 0.624449
63 94 0.676863
63 95 0.647183
63 96 0.591792
63 97 0.576729
63 98 0.481129
63 99 0.461911
63 100 0.565285
63 101 0.593814
63 102 0.614432
63 103 0.669811
63 104 0.632979
63 105 0.634801
63 106 0.560787
63 107 0.370883
63 108 0.459371
63 109 0.550152
63 110 0.568206
63 111 0.595446
63 112 0.604797
63 113 0.540036
63 114 0.576258
63 115 0.530171
63 116 0.561956
63 117 0.27473
63 118 0.499069
63 119 0.462936
63 120 0.596505
63 121 0.581178
63 122 0.571978
63 123 0.475688
63 124 0.562486
63 125 0.626061
64 84 0.672302
64 85 0.581329
64 86 0.451112
64 87 0.586831
64 88 0.659196
64 89 0.438742
64 90 0.603297
64 91 0.540347
64 92 0.611616
64 93 0.624449
64 94 0.676863
64 95 0.647183
64 96 0.591792
64 97 0.576729
64 98 0.481129
64 99 0.461911
64 100 0.565285
64 101 0.593814
64 102 0.614432
64 103 0.669811
64 104 0.632979
64 105 0.634801
64 106 0.560787
64 107 0.370883
64 108 0.459371
64 109 0.550152
64 110 0.568206
64 111 0.595446
64 112 0.604797
64 113 0.540036
64 114 0.576258
64 115 0.530171
64 116 0.561956
64 117 0.27473
64 118 0.499069
64 119 0.462936
64 120 0.596505
64 121 0.581178
64 122 0.571978
64 123 0.475688
64 124 0.562486
64 125 0.626061
65 84 0.672302
65 85 0.581329
65 86 0.451112
65 87 0.586831
65 88 0.659196
65 89 0.438742
65 90 0.603297
65 91 0.540347
65 92 0.611616
65 93 0.624449
65 94 0.676863
65 95 0.647183
65 96 0.591792
65 97 0.576729
65 98 0.481129
65 99 0.461911
65 100 0.565285
65 101 0.593814
65 102 0.614432
65 103 0.669811
65 104 0.632979
65 105 0.634801
65 106 0.560787
65 107 0.370883
65 108 0.459371
65 109 0.550152
65 110 0.568206
65 111 0.595446
65 112 0.604797
65 113 0.540036
65 114 0.576258
65 115 0.530171
65 116 0.561956
65 117 0.27473
65 118 0.499069
65 119 0.462936
65 120 0.596505
65 121 0.581178
65 122 0.571978
65 123 0.475688
65 124 0.562486
65 125 0.626061
66 84 0.672302
66 85 0.581329
66 86 0.451112
66 87 0.586831
66 88 0.659196
66 89 0.438742
66 90 0.603297
66 91 0.540347
66 92 0.611616
66 93 0.624449
66 94 0.676863
66 95 0.647183
66 96 0.591792
66 97 0.576729
66 98 0.481129
66 99 0.461911
66 100 0.565285
66 101 0.593814
66 102 0.614432
66 103 0.669811
66 104 0.632979
66 105 0.634801
66 106 0.560787
66 107 0.370883
66 108 0.459371
66 109 0.550152
66 110 0.568206
66 111 0.595446
66 112 0.604797
66 113 0.540036
66 114 0.576258
66 115 0.530171
66 116 0.561956
66 117 0.27473
66 118 0.499069
66 119 0.462936
66 120 0.596505
66 121 0.581178
66 122 0.571978
66 123 0.475688
66 124 0.562486
66 125 0.626061
67 84 0.672302
67 85 0.581329
67 86 0.451112
67 87 0.586831
67 88 0.659196
67 89 0.438742
67 90 0.603297
67 91 0.540347
67 92 0.611616
67 93 0.624449
67 94 0.676863
67 95 0.647183
67 96 0.591792
67 97 0.576729
67 98 0.481129
67 99 0.461911
67 100 0.565285
67 101 0.593814
67 102 0.614432
67 103 0.669811
67 104 0.632979
67 105 0.634801
67 106 0.560787
67 107 0.370883
67 108 0.459371
67 109 0.550152
67 110 0.568206
67 111 0.595446
67 112 0.604797
67 113 0.540036
67 114 0.576258
67 115 0.530171
67 116 0.561956
67 117 0.27473
67 118 0.499069
67 119 0.462936
67 120 0.596505
67 121 0.581178
67 122 0.571978
67 123 0.475688
67 124 0.562486
67 125 0.626061
68 84 0.672302
68 85 0.581329
68 86 0.451112
68 87 0.586831
68 88 0.659196
68 89 0.438742
68 90 0.603297
68 91 0.540347
68 92 0.611616
68 93 0.624449
68 94 0.676863
68 95 0.647183
68 96 0.591792
68 97 0.576729
68 98 0.481129
68 99 0.461911
68 100 0.565285
68 101 0.593814
68 102 0.614432
68 103 0.669811
68 104 0.632979
68 105 0.634801
68 106 0.560787
68 107 0.370883
68 108 0.459371
68 109 0.550152
68 110 0.568206
68 111 0.595446
68 112 0.604797
68 113 0.540036
68 114 0.576258
68 115 0.530171
68 116 0.561956
68 117 0.27473
68 118 0.499069
68 119 0.462936
68 120 0.596505
68 121 0.581178
68 122 0.571978
68 123 0.475688
68 124 0.562486
68 125 0.626061
69 84 0.672302
69 85 0.581329
69 86 0.451112
69 87 0.586831
69 88 0.659196
69 89 0.438742
69 90 0.603297
69 91 0.540347
69 92 0.611616
69 93 0.624449
69 94 0.676863
69 95 0.647183
69 96 0.591792
69 97 0.576729
69 98 0.481129
69 99 0.461911
69 100 0.565285
69 101 0.593814
69 102 0.614432
69 103 0.669811
69 104 0.632979
69 105 0.634801
69 106 0.560787
69 107 0.370883
69 108 0.459371
69 109 0.550152
69 110 0.568206
69 111 0.595446
69 112 0.604797
69 113 0.540036
69 114 0.576258
69 115 0.530171
69 116 0.561956
69 117 0.27473
69 118 0.499069
69 119 0.462936
69 120 0.596505
69 121 0.581178
69 122 0.571978
69 123 0.475688
69 124 0.562486
69 125 0.626061
70 84 0.672302
70 85 0.581329
70 86 0.451112
70 87 0.586831
70 88 0.659196
70 89 0.438742
70 90 0.603297
70 91 0.540347
70 92 0.611616
70 93 0.624449
70 94 0.676863
70 95 0.647183
70 96 0.591792
70 97 0.576729
70 98 0.481129
70 99 0.461911
70 100 0.565285
70 101 0.593814
70 102 0.614432
70 103 0.669811
70 104 0.632979
70 105 0.634801
70 106 0.560787
70 107 0.370883
70 108 0.459371
70 109 0.550152
70 110 0.568206
70 111 0.595446
70 112 0.604797
70 113 0.540036
70 114 0.576258
70 115 0.530171
70 116 0.561956
70 117 0.27473
70 118 0.499069
70 119 0.462936
70 120 0.596505
70 121 0.581178
70 122 0.571978
70 123 0.475688
70 124 0.562486
70 125 0.626061
71 84 0.672302
71 85 0.581329
71 86 0.451112
71 87 0.586831
71 88 0.659196
71 89 0.438742
71 90 0.603297
71 91 0.540347
71 92 0.611616
71 93 0.624449
71 94 0.676863
71 95 0.647183
71 96 0.591792
71 97 0.576729
71 98 0.481129
71 99 0.461911
71 100 0.565285
71 101 0.593814
71 102 0.614432
71 103 0.669811
71 104 0.632979
71 105 0.634801
71 106 0.560787
71 107 0.370883
71 108 0.459371
71 109 0.550152
71 110 0.568206
71 111 0.595446
71 112 0.604797
71 113 0.540036
71 114 0.576258
71 115 0.530171
71 116 0.561956
71 117 0.27473
71 118 0.499069
71 119 0.462936
71 120 0.596505
71 121 0.581178
71 122 0.571978
71 123 0.475688
71 124 0.562486
71 125 0.626061
72 84 0.672302
72 85 0.581329
72 86 0.451112
72 87 0.586831
72 88 0.659196
72 89 0.438742
72 90 0.603297
72 91 0.540347
72 92 0.611616
72 93 0.624449
72 94 0.676863
72 95 0.647183
72 96 0.591792
72 97 0.576729
72 98 0.481129
72 99 0.461911
72 100 0.565285
72 101 0.593814
72 102 0.614432
72 103 0.669811
72 104 0.632979
72 105 0.634801
72 106 0.560787
72 107 0.370883
72 108 0.459371
72 109 0.550152
72 110 0.568206
72 111 0.595446
72 112 0.604797
72 113 0.540036
72 114 0.576258
72 115 0.530171
72 116 0.561956
72 117 0.27473
72 118 0.499069
72 119 0.462936
72 120 0.596505
72 121 0.581178
72 122 0.571978
72 123 0.475688
72 124 0.562486
72 125 0.626061
73 84 0.672302
73 85 0.581329
73 86 0.451112
73 87 0.586831
73 88 0.659196
73 89 0.438742
73 90 0.603297
73 91 0.540347
73 92 0.611616
73 93 0.624449
73 94 0.676863
73 95 0.647183
73 96 0.591792
73 97 0.576729
73 98 0.481129
73 99 0.461911
73 100 0.565285
73 101 0.593814
73 102 0.614432
73 103 0.669811
73 104 0.632979
73 105 0.634801
73 106 0.560787
73 107 0.370883
73 108 0.459371
73 109 0.550152
73 110 0.568206
73 111 0.595446
73 112 0.604797
73 113 0.540036
73 114 0.576258
73 115 0.530171
73 116 0.561956
73 117 0.27473
73 118 0.499069
73 119 0.462936
73 120 0.596505
73 121 0.581178
73 122 0.571978
73 123 0.475688
73 124 0.562486
